Contour,Mode 1,Mode 2,Mode 3,Mode 4,Mode 5,Mode 6,Mode 7,Mode 8
p1026,-82.1422,3.41297,2.18917,-0.786856,6.88375,6.92868,9.57013,-9.19072
p10260,-177.815,86.0479,-48.2832,25.5436,-28.0612,2.64873,-27.7512,4.89831
p10261,-28.7483,-7.8432,15.6539,1.20692,4.52731,-21.5126,12.014,-2.67352
p10262,14.1042,-5.06896,3.73079,-16.6747,-4.17205,1.78487,-1.39552,-18.9747
p10263,3.77849,2.52357,10.0036,1.67907,-0.348568,-3.53147,1.50058,1.41829
p10264,-94.9485,-22.2112,-6.35649,-17.9642,-14.8633,-9.82311,11.2297,4.49667
p10265,16.7383,6.33591,17.8366,-30.4287,-33.4624,11.4042,1.03244,0.134265
p10266,-42.8689,-31.5353,-1.32133,-0.916712,-8.05657,-1.8323,2.46772,6.63018
p10267,102.231,28.8471,43.3592,-14.4237,-22.6027,-13.6363,-6.80917,-22.3709
p10268,46.7446,11.2922,-32.3434,-14.4986,9.87316,26.3101,11.6013,-4.50388
p10269,87.136,-47.4781,-11.996,10.7829,2.4279,10.2927,3.0731,2.31824
p1027,-9.98189,10.2099,11.8443,-11.9141,4.57256,-13.4959,-10.5246,11.4457
p10270,81.5327,-41.5982,-12.5822,-4.63788,9.69086,-5.97644,-11.0614,-7.38414
p10271,179.089,32.337,36.5817,-11.3689,-3.24977,11.7814,-8.65692,-6.92755
p10272,-85.5904,-19.4492,-15.4056,-13.3282,-9.9648,-6.91763,10.0467,2.23061
p10273,5.19281,-18.9781,11.1151,-12.8982,-2.39831,2.61654,-4.35085,-1.23094
p10274,9.06453,-13.6032,7.55262,6.4993,1.69585,-7.79115,1.56857,14.0202
p10275,-31.6411,24.1555,11.0504,-1.49564,-16.7887,-0.909938,19.9997,48.8309
p10276,62.6972,-37.7885,1.49634,7.15424,4.15988,-6.1795,8.30732,1.29796
p10277,28.8304,26.552,-80.4982,-13.9616,5.02237,18.7645,-25.9309,16.2132
p10278,-31.7563,32.0239,-41.0739,46.0611,-14.4394,-11.4166,18.1265,-20.8143
p10279,77.3959,-33.3367,-16.4173,-7.78769,8.99839,-3.40112,-5.81806,-5.5309
p1028,-127.263,-10.2618,7.98631,0.118782,-5.7931,-1.54931,12.7697,-2.17805
p10280,6.19932,13.6204,26.8883,-13.1917,8.34452,-4.41084,-4.65787,-3.66739
p10281,43.5183,-15.4342,-2.23701,10.2619,-0.971386,7.49293,-0.409576,9.46777
p10282,-74.9976,-14.9606,-13.3984,-18.34,2.04103,-2.7865,3.98235,-1.4886
p10283,-38.0865,26.7896,-38.987,21.0119,2.48364,-37.5659,10.7465,-11.4819
p10284,12.7552,-10.2931,18.9592,5.88228,-2.57401,5.00632,5.65521,-11.9672
p10285,-193.371,-5.37555,2.99245,-0.146201,-9.57877,0.508817,2.89105,-1.82405
p10286,-87.1062,52.1926,10.1114,10.1594,-22.7361,-36.6693,-7.94287,-0.941662
p10287,-0.0157461,-23.5203,0.48034,-12.6957,-10.7856,18.0704,-6.96635,1.61425
p10288,54.624,-40.1503,-8.13622,5.52576,5.76436,10.6645,-13.3241,-7.76347
p10289,55.8838,-39.1945,-1.22759,14.3229,-3.96354,12.9028,-4.01836,0.596752
p1029,26.4474,-1.96469,14.6633,-13.6101,2.22188,-13.3486,19.5275,-5.25913
p10290,18.5874,-11.5216,-25.235,26.5591,6.47731,-12.0873,19.8641,4.42234
p10291,-35.709,37.1484,24.973,30.8968,-11.1154,15.7418,-0.200676,-3.96788
p10292,-11.8516,43.7776,2.4957,26.5695,17.9597,-13.3742,-8.60289,-14.291
p10293,6.62142,1.51975,15.4674,3.76589,-5.16564,-12.6485,6.29934,14.2587
p10294,-29.2472,-18.8802,-33.5353,8.18292,-17.988,17.7918,-4.63381,-6.38561
p10295,36.4543,53.6394,38.7503,-25.9135,11.6821,22.4388,-4.83,-17.3634
p10296,-54.4273,-21.5493,-18.1703,4.37866,-4.1575,7.6138,5.05657,7.93581
p10297,49.3515,31.8179,-2.93306,-7.99171,-7.16736,-40.7936,-16.0946,-7.35624
p10298,-3.36181,-31.2421,-0.163997,5.47554,2.5117,2.23938,0.923655,-0.522697
p10299,71.2074,79.902,-34.3158,-29.074,45.5041,-29.8522,-28.0823,15.4558
p103,103.395,58.665,28.1734,15.0689,-55.0447,20.7055,60.793,11.3483
p1030,-23.8088,-19.7691,-0.53979,6.78524,7.17072,4.53666,-1.79186,9.46088
p10300,-16.2042,34.1649,9.66312,-1.60531,-23.2523,-33.1694,1.9754,-9.6717
p10301,62.7188,-47.3699,-13.372,7.30491,-16.2914,2.05845,0.614892,-1.32374
p10302,-67.9413,-11.6651,-17.1787,8.57433,8.09082,-3.41264,16.7771,-4.23594
p10303,38.5461,-45.9855,-10.9362,-5.69915,-18.7764,6.11459,4.84041,5.38005
p10304,104.055,-57.0225,-4.53974,-2.06478,6.64083,-7.42568,-8.96539,6.53216
p10305,2.51238,-22.021,-0.0690477,-8.40474,14.5017,0.90713,-4.33243,3.21551
p10306,-12.1004,-9.45153,-31.3534,-20.3925,-15.4273,0.630159,8.44783,19.3303
p10307,-53.9793,-30.6882,-6.97319,-25.0369,-1.0405,-7.29032,1.88441,7.65813
p10308,47.1861,36.3886,49.2185,-0.808054,-0.652378,14.736,-7.7447,-1.37179
p10309,18.7974,-29.7136,-32.4457,-20.0272,14.7743,-14.4491,-7.61338,-2.09227
p1031,119.504,111.389,65.3928,-4.72018,33.273,22.6735,-13.1152,12.2146
p10310,-40.796,-18.675,6.75106,-47.645,-19.4381,4.86825,-16.0952,-0.515395
p10311,70.6521,-34.155,-6.90885,6.51522,-11.1791,-3.01794,-3.87751,-6.88979
p10312,-164.969,-17.8002,-6.53704,-14.6739,-5.32006,-9.42943,7.6084,-12.6582
p10313,77.4041,-40.0406,1.37854,5.13623,5.36798,-13.4027,0.378923,0.119936
p10314,19.2537,4.12808,-29.9863,-14.3131,6.58865,21.6948,-3.01166,-10.363
p10315,11.7702,12.7117,42.9643,-3.44131,6.73706,6.46452,-0.591808,-7.00446
p10316,-19.4088,14.8574,23.7124,1.5921,-6.82062,-4.3464,5.05384,-24.7788
p10317,-249.204,109.249,1.97477,-30.7735,15.0607,-3.85276,-10.1434,7.25903
p10318,120.772,12.3767,35.0281,-12.3841,0.446824,9.398,-5.99531,-21.4781
p10319,103.718,56.9262,-5.92689,-90.9798,15.1346,23.9919,21.0177,-46.1948
p1032,57.7949,-32.2284,-0.85384,-5.0278,15.4806,-0.404742,1.45812,1.30327
p10320,-52.0086,-2.26252,-4.89327,-3.4219,17.2074,-11.0681,-0.0970447,-2.0828
p10321,201.059,71.9861,-4.62936,9.48508,-51.1552,34.1235,-52.6211,-55.5562
p10322,-93.8284,15.3279,8.33911,-6.61411,13.9759,-10.2229,-9.83018,11.2628
p10323,-209.208,72.8478,-10.3801,-3.85352,-15.4096,-52.2276,-1.78689,-4.66929
p10324,-3.80524,8.80468,9.65827,3.63656,-9.82552,-8.04895,14.4132,-2.07098
p10325,-18.8352,5.52648,-12.9463,5.71893,28.1043,-9.09113,18.2444,-0.630543
p10326,74.8179,-30.5079,11.6461,-3.48985,-6.79667,-0.439998,-5.10461,7.28224
p10327,19.8082,-25.4406,-30.0175,3.2348,6.74945,12.8579,-21.1367,-10.8341
p10328,-75.6825,-5.19802,8.15307,1.41679,8.74602,-0.0952142,-0.731656,-3.43551
p10329,42.4853,-30.9278,-0.620784,-6.1065,17.7513,-5.62136,-5.60609,1.37579
p1033,79.8226,23.0633,5.18534,38.1217,-5.96463,35.1113,-12.614,16.848
p10330,40.7084,20.4161,-43.1916,25.8838,-42.7687,-22.557,16.6502,1.68909
p10331,-6.98916,0.208425,-6.02155,-13.905,19.0074,-12.0408,8.79378,2.25369
p10332,-161.004,28.5586,16.6613,-5.30405,23.4073,-27.5622,-0.0586423,25.8749
p10333,55.456,-8.33126,-6.83942,6.58335,-7.96604,24.5371,-8.16658,6.96712
p10334,8.00017,-4.35485,-0.353175,16.5584,4.11245,0.0108681,1.38941,0.856406
p10335,-83.2757,-28.7338,2.95033,0.87454,0.214326,-1.58324,2.76295,8.82734
p10336,34.3187,-48.4868,-7.34983,-5.61097,-6.09837,7.12256,-2.82183,-2.46446
p10337,-111.921,10.2942,18.7969,3.7334,-4.74988,4.85161,5.92472,12.7917
p10338,-39.1163,-19.1926,-11.3885,7.03784,-10.1257,4.8098,-9.05369,4.26526
p10339,40.4509,17.5965,22.4248,10.9711,20.8918,-6.13715,4.41257,-1.19186
p1034,65.3695,41.9573,-26.1203,-4.7231,37.8711,15.4847,23.2837,-11.0276
p10340,78.6419,19.9255,-33.7719,-61.8316,52.2252,-53.9188,-2.08808,-2.08375
p10341,30.5923,5.06575,0.377561,-31.2126,-13.354,3.40456,29.1351,1.25895
p10342,-164.332,23.5621,11.9095,3.8785,7.26917,-15.443,10.704,6.12407
p10343,-80.8115,10.7231,4.24607,4.22738,11.1326,-2.63338,-7.81732,7.10128
p10344,-87.5212,54.2542,-76.8992,81.4469,-16.6468,67.4593,-53.7498,-29.2295
p10345,-29.2571,-18.5099,9.30619,-12.7995,-7.9776,5.94805,14.1384,-19.4561
p10346,-107.232,100.418,1.83096,11.6328,-6.55556,-28.7231,11.2584,-9.53196
p10347,66.8763,57.3771,68.2798,-6.35144,-1.6252,8.95099,-4.63897,-4.77694
p10348,39.567,-27.2884,-0.287371,7.83065,3.38982,4.74423,-2.39208,26.6494
p10349,-110.1,43.7155,-14.7178,17.2231,1.80774,-40.2401,11.4929,-8.42103
p1035,123.379,1.04066,-10.7043,11.859,27.4084,-24.0164,-3.41043,-1.75305
p10350,35.4071,1.7728,-3.22986,-2.86767,8.17414,5.17186,12.2185,-4.01192
p10351,-6.27087,71.2,75.3365,0.789583,-9.25691,4.22021,5.9916,-6.48406
p10352,63.8148,-8.98203,-8.68135,11.1105,20.3101,-27.0051,8.4841,-16.0949
p10353,-9.98418,-21.3096,-2.66296,-8.38075,1.15614,-14.22,-7.28876,-2.59807
p10354,70.8592,-25.0048,4.39886,11.2307,-1.72616,-0.422768,0.20269,3.93985
p10355,-2.18846,84.5355,-13.7616,95.2144,-6.84918,-51.1945,-12.1873,13.2383
p10356,-21.2153,79.4238,-36.1006,12.7415,-21.788,-23.1372,1.99792,-4.08472
p10357,47.8081,-15.893,-7.56262,-1.23773,-5.26066,-21.9051,8.88091,0.203647
p10358,-48.7587,28.9047,-106.534,30.216,-3.64044,12.3121,14.9819,-16.4331
p10359,-37.1083,-5.74893,0.0568243,-4.51464,-3.22234,-2.04942,-2.14165,-14.1066
p1036,9.06717,-39.0799,-18.6281,-7.57088,-6.03675,-8.66306,2.71272,6.07723
p10360,59.3033,24.2548,-27.5356,-4.55595,-15.9924,-12.7728,-9.63181,-34.7627
p10361,64.2182,-23.8645,-0.893686,-1.27332,21.5686,-9.2301,-2.86126,6.82665
p10362,36.4512,-29.8539,-2.50476,-3.05682,1.29696,4.18251,-4.19398,3.03837
p10363,-64.8257,11.3211,10.7603,-32.8873,1.1509,-31.557,-22.9409,4.08486
p10364,-134.859,-22.9577,-14.0849,14.1306,17.738,-3.33015,-2.22813,-9.20916
p10365,-2.87897,-19.6144,-2.96535,1.39267,-2.77398,3.79366,2.75633,1.02553
p10366,111.108,56.8974,-35.1488,131.223,25.2792,40.3321,-1.70148,43.351
p10367,-22.3721,3.15486,-5.01393,-1.9805,5.14021,-3.49777,-2.35567,4.64349
p10368,-34.7136,-7.24598,-5.6103,-5.1605,14.0321,2.08327,-1.46971,-0.185095
p10369,-20.9015,-6.06441,-14.5374,-6.83012,2.33044,-13.7072,-1.67765,1.06497
p1037,-26.6837,0.842645,12.8413,0.441215,-3.40857,-17.7152,-4.89045,-10.3933
p10370,58.508,-4.84825,10.9377,0.83289,13.3169,1.01444,-9.16646,3.16695
p10371,37.4322,-21.8484,-14.7804,19.3268,3.38979,2.84679,-6.14205,-0.778115
p10372,48.5006,10.9595,-1.58695,7.99226,9.5343,5.00322,-5.06321,5.73306
p10373,-23.0862,-2.03677,-7.01583,4.11231,6.07269,-5.02518,-5.88013,1.05651
p10374,-16.5898,-37.6679,-3.17031,12.1035,9.21639,-3.07247,-9.88203,2.38796
p10375,35.8483,-28.7681,-12.6977,15.8371,0.301295,-3.99646,8.52788,3.34831
p10376,14.1616,0.572693,23.7348,0.379618,0.679454,-13.7561,22.8183,15.7811
p10377,-115.024,-14.041,4.41389,7.67924,0.795882,3.61187,2.99467,5.2312
p10378,-3.08952,-21.5855,6.47429,-4.19905,4.61603,2.95843,-6.5334,-6.0567
p10379,47.2527,-51.4142,-11.4812,-6.38417,-12.7723,10.4525,-6.53763,12.7616
p1038,12.5004,-49.9015,-9.83381,-4.81824,-6.0113,-4.97774,6.71996,-0.0912883
p10380,-101.627,-2.51554,0.905836,0.405841,-16.8853,-6.7148,8.45562,3.9018
p10381,1.54941,-12.0193,6.84294,-12.1802,2.93572,-10.4228,-0.515523,-0.534495
p10382,-149.592,-13.1729,5.2162,3.3524,1.19481,1.3062,-2.95269,5.3938
p10383,-77.0292,67.2765,16.6932,6.58603,-5.56462,-5.90142,-24.9606,-10.3992
p10384,15.823,-21.6972,-2.09153,-10.92,-11.248,4.1064,-2.38101,8.59932
p10385,-58.1368,-22.4321,-7.38624,-14.5042,8.06915,-1.35656,0.529094,1.96923
p10386,115.306,-40.1136,-3.30034,-33.3367,3.72171,-37.2387,-25.5267,-12.394
p10387,16.3752,-13.931,-8.19843,0.538807,-8.55124,2.81598,10.9911,-0.212488
p10388,-10.2271,-45.0568,-4.69293,-1.96312,0.707815,0.0962833,-5.04264,0.697151
p10389,-2.86896,-22.6746,-25.9619,8.24589,33.5333,-11.3377,0.838815,2.60675
p1039,-133.735,-9.88625,2.66474,1.53446,-5.01429,-8.0259,-0.240806,4.32675
p10390,27.9667,-3.70549,-34.1214,44.196,-18.3198,-3.74207,11.7075,-3.67607
p10391,30.7008,-7.38762,23.9579,5.62726,-2.34004,5.17383,-1.25668,-4.9049
p10392,-6.44557,-35.4725,-0.881221,3.87912,-1.778,11.0427,-3.02252,4.91488
p10393,52.9787,-19.3014,17.0348,-2.85298,-7.49225,8.47906,1.53626,-6.65496
p10394,36.8593,-34.4569,6.58935,-2.52882,-1.33107,-5.70577,-11.2314,-6.16042
p10395,16.02,-34.1573,-5.01012,-7.51812,10.4634,4.05096,-7.97223,-1.72159
p10396,-105.988,-19.6461,-12.1725,-0.822549,-0.924381,-1.53205,-8.77305,-7.02741
p10397,-0.0910215,2.76592,3.08288,-4.1085,16.0024,-0.0611663,-6.4869,3.30283
p10398,-99.0638,-14.3004,-1.63746,1.9571,11.3296,8.08846,1.09398,-8.95894
p10399,-35.1024,-38.0728,-3.97589,1.94024,2.50587,-5.89943,3.9055,-6.95908
p104,-19.9017,21.9455,10.7178,-7.37939,-8.34119,10.8444,-2.8613,-1.76823
p1040,-9.19306,34.6913,-24.6118,-35.3077,25.4904,-21.4886,-9.43734,-13.0728
p10400,44.4276,-38.8291,-4.23997,-24.3367,4.68088,-3.43684,-4.27187,-9.97703
p10401,165.86,44.2818,68.7041,18.0989,-32.1881,-6.81811,2.05187,-7.5704
p10402,-44.3902,-10.6901,-10.2313,-9.63798,-3.37183,10.9424,-2.22761,4.88193
p10403,118.336,25.5706,42.788,-1.73413,-5.17732,7.71553,-4.60664,-23.2169
p10404,86.4292,-39.0839,-9.25525,1.75942,-0.378517,17.5516,1.52448,-1.00167
p10405,54.0515,-48.1454,-7.58623,-3.98311,-9.52385,1.43447,1.62979,4.38756
p10406,-40.907,85.8814,20.1059,-48.8789,41.612,-0.343796,6.33238,-25.983
p10407,-98.1816,-1.21605,9.2265,9.02169,-9.14988,-8.12052,7.7486,3.40218
p10408,200.71,70.6894,0.695631,-1.41264,1.1712,-84.9931,-48.165,-14.9614
p10409,76.4247,-11.9108,14.1296,6.94645,-21.6741,-14.6447,-1.02676,-20.5072
p1041,128.924,81.9217,50.4062,23.3653,-7.36315,-4.85531,20.4254,10.6998
p10410,50.0869,17.1908,39.3333,14.0304,-1.63296,-5.3583,4.00698,1.61249
p10411,68.0177,-23.8515,-19.6845,-5.2114,-3.21185,10.3826,-5.38251,1.57704
p10412,133.564,-21.7488,-1.22884,-7.58047,6.02327,-15.3409,-3.63195,28.4111
p10413,59.8375,-29.6937,-4.97391,-5.46586,-5.00343,6.53164,0.677338,-6.50194
p10414,141.938,-28.5257,-46.745,15.2734,63.0135,-35.3748,-18.2194,34.107
p10415,-54.5621,-4.05713,1.42138,-2.58435,23.6164,-11.694,8.22956,-5.23639
p10416,-86.19,89.4262,-110.169,85.5924,-47.9197,-29.9413,12.2471,-4.04523
p10417,47.6633,-15.2174,16.0246,5.14936,0.297996,2.96916,4.61815,8.48237
p10418,0.946367,-31.3291,4.3435,-14.1802,-0.211452,-11.0968,-10.1377,-7.42256
p10419,-23.0844,-25.8428,-4.93344,-10.3218,-2.04194,-0.651384,20.0587,5.15669
p1042,-60.8561,114.429,-20.667,4.20094,-26.8183,-10.8688,12.9711,-28.2727
p10420,32.138,-9.53247,20.1363,9.82657,-2.99632,0.265508,-6.67367,7.83258
p10421,-30.4561,-36.4983,-9.27945,-12.9973,4.3225,-10.0759,0.390518,2.44526
p10422,4.97076,-29.4126,-11.548,-0.799893,-8.99689,7.99442,-1.13454,-5.66647
p10423,-30.6822,183.261,124.882,-48.3039,7.76028,74.297,-25.6926,-45.3392
p10424,76.459,-47.6802,-2.07619,-15.5225,-9.16765,0.877981,-1.59175,1.25456
p10425,-53.2262,-26.7284,-5.48552,9.52189,-4.39763,9.56733,0.311182,-2.90845
p10426,-19.4818,-10.2621,-34.8978,-46,13.1626,-12.9548,-12.4004,-6.66638
p10427,-135.657,-1.58612,-1.47054,-24.1507,-4.18292,0.653013,-4.0335,-7.45031
p10428,-216.992,1.80758,1.33965,-3.60858,-9.88304,5.19997,-1.67827,0.39426
p10429,-137.91,48.2999,-37.1921,-2.91097,9.58078,-24.8155,9.50786,-3.42844
p1043,-87.801,51.0705,40.7072,19.5207,11.387,-6.89768,-10.2427,10.0726
p10430,46.2706,-19.6317,10.0732,-2.31156,1.42462,-3.40096,-12.7889,-8.12788
p10431,95.7444,-38.0239,-2.55876,6.2801,-16.5011,8.48972,1.99985,21.4026
p10432,0.970137,-9.03416,3.50618,14.9581,-2.93684,15.2035,-6.79335,7.42095
p10433,81.4566,59.7483,-41.1995,-84.1931,22.8447,28.1008,10.0496,-1.41508
p10434,93.4565,-38.1234,-3.85331,11.754,12.6182,6.13515,1.04832,-4.64003
p10435,-64.7754,-19.9468,4.06078,7.86372,-3.29214,3.89877,-1.25423,0.434508
p10436,131.516,-38.3684,-7.39665,2.46763,4.37224,-5.82972,-0.742977,5.10156
p10437,-111.749,20.776,27.0799,7.40589,-8.46587,1.57679,-2.0278,5.90757
p10438,-73.7301,42.385,7.91601,9.20431,6.73754,-31.2073,13.0082,4.85324
p10439,48.3638,-26.4307,11.844,11.0514,-0.501014,9.6567,-0.0171657,1.80674
p1044,9.2393,15.2572,-11.224,0.867859,25.9393,26.4173,-7.1331,3.74947
p10440,7.02186,-12.1673,-4.45762,13.649,4.93407,16.0394,3.00088,-7.22071
p10441,-8.79989,43.116,11.2499,-16.2926,-3.42203,-54.7837,32.8929,-34.2685
p10442,40.4847,-27.9945,7.51146,9.97417,4.13366,1.31368,-6.17413,7.27898
p10443,43.0282,-5.08085,14.1608,2.04743,2.57156,-10.9273,-7.16711,3.14685
p10444,-9.95964,-39.112,-8.54347,3.85935,-8.09149,-1.32854,-1.83651,0.875487
p10445,47.2353,-45.1912,-14.6712,-4.51832,-8.97879,7.34923,5.42593,3.37779
p10446,37.5543,-40.4249,-5.08701,-4.1599,-7.208,-1.0679,-10.7511,11.3727
p10447,20.8329,-19.2818,-20.1867,-17.5517,7.01099,-15.4278,6.61762,5.24721
p10448,66.9591,-19.3091,6.91786,7.94101,19.9544,-5.20218,-7.28904,3.58451
p10449,63.4273,-23.6271,7.8206,-0.447183,11.5093,-7.20175,-5.61279,9.67459
p1045,30.8848,31.2942,27.4504,-7.91561,-8.57555,26.9065,-5.91506,4.62369
p10450,-21.0585,-26.2518,-21.0674,-5.13726,0.956769,-0.603876,3.34372,-4.00213
p10451,-26.0599,-33.2842,-8.2705,6.88171,12.8775,-13.0856,10.0722,1.30939
p10452,-10.9386,-8.39903,5.35618,1.44501,-9.36201,5.8643,5.54771,-4.58405
p10453,-12.7682,17.1623,3.17141,-3.81301,27.1752,17.4854,-1.23433,1.20862
p10454,226.215,81.3917,-91.783,71.817,37.2226,60.4155,-16.0693,11.1416
p10455,104.116,23.4817,42.5109,11.3563,-0.557806,8.80208,-2.86062,-3.06586
p10456,-38.8241,96.9121,-22.9254,20.2549,-35.6429,-10.3154,-48.9139,-14.2618
p10457,-8.6772,-34.8775,-4.5192,-11.8768,-3.23913,8.23286,-3.37693,-2.36412
p10458,-53.4525,98.6804,-25.0908,-57.7005,49.9319,3.51736,-13.5639,1.53347
p10459,82.4469,-14.9064,-80.4684,-43.8691,-13.3808,6.76547,-16.0683,-17.6693
p1046,25.0285,66.8294,47.4331,-8.79247,9.93006,-37.8787,-8.72895,0.617993
p10460,35.6072,18.6635,8.4187,-36.163,-18.9806,-38.4894,-11.2246,-32.2178
p10461,-54.2118,-30.0255,-9.41252,-9.47093,-2.39478,-0.885409,3.3383,-3.54559
p10462,-78.8131,83.9339,-17.8592,27.8973,-5.67222,-8.54689,12.6091,-30.1736
p10463,35.3308,6.69022,14.6086,6.32062,5.2937,-5.3308,14.139,6.56137
p10464,137.146,3.81519,-65.4931,105.949,27.2311,14.2344,-40.4998,-79.8129
p10465,66.1791,-13.0934,-4.54642,15.4952,3.60926,3.02057,25.0953,-6.11586
p10466,134.453,-44.6461,-5.25891,-7.28617,-12.3532,-15.0812,13.1306,14.5144
p10467,44.0246,-1.03586,-25.0461,19.6896,0.877273,-33.4777,-1.63315,-6.02425
p10468,78.6873,-48.6048,-8.23994,2.01091,14.3409,-14.0133,-0.921478,-2.05316
p10469,-6.44015,97.319,-5.65224,28.4345,-24.1725,10.9798,17.3615,-2.33516
p1047,-12.5055,-12.9863,22.4843,-20.845,13.3536,-18.506,-14.8322,-3.56551
p10470,-99.4093,0.0229036,3.08926,5.56503,-11.0197,-9.50997,4.28499,-0.0541114
p10471,91.7364,30.7738,6.55876,19.7453,-55.161,-23.2022,59.3269,14.11
p10472,-36.2745,-32.1075,-17.1583,-14.4915,-3.90697,-3.477,4.24427,0.310945
p10473,-33.0627,-31.1339,-8.43504,17.2592,4.91562,-7.90022,2.68148,-2.42968
p10474,-2.41475,-16.5398,-9.31,14.2774,11.437,2.39722,13.4062,-6.94581
p10475,-75.2501,-31.975,3.67303,-10.1554,-4.08565,-0.930619,-5.42968,9.93716
p10476,-59.0274,-18.835,9.92705,-6.79993,-7.99628,-1.57637,1.99592,2.36048
p10477,125.12,-24.9612,6.58541,0.15712,-4.8738,-5.13472,-0.613558,1.95874
p10478,-32.9057,-19.9932,14.5261,-17.0481,5.18108,2.33113,-8.18486,-7.91266
p10479,125.543,2.88443,29.8075,-10.1694,7.50597,8.41966,-17.8919,-5.53486
p1048,16.165,3.25824,22.6814,-6.27548,3.99191,-0.437949,-4.9812,1.37369
p10480,-22.5337,52.3692,31.8436,7.2466,9.44486,11.5733,15.9177,-22.8213
p10481,44.1505,-9.48671,2.01809,-1.46656,27.0469,-13.6829,1.19099,20.5568
p10482,37.63,-10.627,-12.3069,-35.4787,-11.0281,1.67582,-1.47971,-7.74433
p10483,53.6217,39.6939,51.0835,5.80357,-10.5535,3.97374,20.3273,3.00384
p10484,-47.1439,-22.1211,-0.864,4.27558,-9.57496,-4.82004,9.55577,0.725056
p10485,-38.5221,47.6364,39.6436,-4.91573,-17.9442,23.7539,-22.6155,-21.4722
p10486,-12.6164,3.31354,24.0495,13.5251,-5.6438,13.1652,-1.93824,8.90697
p10487,68.0535,-40.2356,3.98762,11.5256,-2.62199,7.54979,-4.19542,0.578376
p10488,-4.01368,-24.1471,5.90558,0.709362,-15.3542,0.263748,9.49388,4.64067
p10489,-104.1,11.8227,4.06465,41.6074,-14.2881,6.58472,-5.16456,-21.278
p1049,1.53716,-24.3743,-0.258426,5.70161,-1.9496,2.20814,-1.38115,8.55928
p10490,-78.5769,59.0333,-48.8976,23.9237,-5.25367,-15.2538,15.3607,-8.65687
p10491,-51.7708,-33.7674,-22.0259,7.8433,23.9541,-8.41157,16.3659,-11.662
p10492,13.407,-29.5233,8.3536,-1.51961,1.29031,1.74744,0.497216,6.09557
p10493,4.64737,6.47882,24.0453,-5.97222,2.73054,-1.45144,3.85704,5.10174
p10494,-126.14,-13.9067,12.0143,10.3765,17.0239,-2.93109,5.16063,-4.70493
p10495,-48.5644,57.708,33.446,-7.64351,16.0027,15.9368,3.44081,-3.69337
p10496,42.9347,-28.9092,10.7105,-7.56141,-1.03677,1.56898,-5.71629,-0.256919
p10497,-53.9903,-26.2734,3.50547,-4.15825,5.06492,-6.85228,4.02245,7.23461
p10498,-87.9633,36.1531,10.9884,-16.3599,-2.73671,-1.13237,-8.02451,3.4972
p10499,-101.549,55.0595,31.7821,2.91516,-0.458229,-1.44571,-0.0604279,-1.97369
p105,61.6875,-48.1234,-10.9153,8.46915,7.50717,-12.8517,7.41973,-3.10614
p1050,36.094,-17.1884,7.21068,-9.10993,1.78272,0.714584,3.4892,3.01254
p10500,97.9456,-46.9057,-27.0852,-18.5903,16.1629,-23.6807,-15.4842,-5.87984
p10501,54.0649,-13.9836,-70.0601,-18.4668,8.99549,10.093,-5.3769,-7.21806
p10502,14.6807,33.6297,15.5967,27.6765,-21.3606,-1.64372,10.5459,-32.1096
p10503,110.265,-63.4882,-15.0068,-0.350388,-1.40275,3.24834,-2.22432,5.23442
p10504,36.1763,-17.5239,4.70695,9.17482,16.083,7.26111,4.54721,3.66223
p10505,60.602,-21.2892,9.81101,9.37167,8.15283,1.9255,-2.52129,1.91238
p10506,-110.047,-27.5452,-5.08527,-2.18402,-2.70241,-1.3459,4.84776,5.41737
p10507,9.40956,-21.893,-7.41428,-1.2132,-15.6629,-8.20103,4.07843,-5.72064
p10508,-113.542,48.3809,-52.4728,-3.53127,-3.41137,54.4726,-18.575,4.31673
p10509,-6.08193,-31.3175,7.6206,-1.25798,2.72499,-4.48723,2.48729,-2.16267
p1051,126.356,-26.9674,-26.3578,50.1105,-15.7268,4.73678,-10.7946,-13.1283
p10510,-46.5813,-27.7232,5.36242,10.6832,-2.22177,-0.992772,3.44418,6.78332
p10511,164.299,84.9628,-58.8651,-38.2804,33.5812,30.9937,21.1006,-1.09955
p10512,-22.0577,73.9142,53.2913,-5.96985,-5.75314,5.26792,-7.71881,-19.6184
p10513,34.2094,-19.6244,-17.9748,-10.5712,8.25853,4.64793,-4.5661,4.33679
p10514,47.1488,109.829,-20.0975,-9.9408,0.276154,-80.2548,-37.7339,23.7489
p10515,-77.5757,14.4816,18.0539,13.0674,-9.29967,-16.3477,15.5967,-4.2147
p10516,21.7863,-15.0063,17.9887,1.39078,-4.65762,3.98527,-1.28321,-2.1132
p10517,-62.0274,31.3142,-0.00130105,-13.2974,15.0317,-49.6485,1.42256,5.75406
p10518,-37.3911,23.8282,-6.76847,-35.5841,2.96702,-1.43404,-2.83486,-9.37768
p10519,-77.2153,-32.7005,-9.1659,14.6363,-0.553552,-0.541294,8.34754,-6.7688
p1052,56.2864,44.2725,-70.1493,-26.3012,5.8107,32.5529,-8.51273,46.6103
p10520,-36.2066,37.7447,-1.49586,12.8206,-1.56758,-17.4328,-14.3077,-14.346
p10521,106.925,-19.4562,2.09178,-1.37437,-13.2151,16.6525,3.91688,-3.37796
